0,ean
5000,35000467881
10000,799439155039
15000,20617800000
20000,2100064455
25000,858653001789
30000,98427202824
35000,9771726605039
40000,4801981112005
45000,830369000140
50000,731458994428
55000,634457218925
60000,93624988748
65000,52742673608
70000,35826035776
75000,11546417986
80000,6906598057904
85000,377083050902
90000,5051254333821
95000,659825694422
100000,32466020087
105000,7501008094662
110000,985632156878
115000,636943922729
120000,72992341720
125000,75001254
130000,7169115187
135000,7064032120
140000,3000005576
145000,910770009014
150000,858003001421
155000,823327206920
160000,796401211878
165000,782009238973
170000,749193002858
175000,733961708899
180000,695977778221
185000,639626300142
190000,349884907884
195000,90328300081
200000,78742027210
205000,53039117478
210000,41152423507
215000,30306779997
220000,24257000651
225000,13023281295
230000,732171856
235000,308077520
240000,308020021
245000,5167213179178
250000,886736064468
255000,828128381098
260000,749594112279
265000,687735097125
270000,601486290017
275000,88200001683
280000,76001345631
285000,66000002680
290000,46100001868
295000,37000158677
300000,25274810896
305000,12547425321
310000,9328350029078
315000,5060100449777
320000,5024425141792
325000,5011835103458
330000,3289070104000
335000,822688242677
340000,783722231012
345000,724771015192
350000,671196033266
355000,99923449829
360000,78522302155
365000,61869011569
370000,41163460324
375000,27242712935
380000,11000000129
385000,80196667621
390000,94805054092
395000,600606226806
400000,790069296260
405000,97360007930
410000,5099765689426
415000,82901035718
420000,717854215572
425000,72810661269
430000,11150800006
435000,805673011038
440000,639277031662
445000,37000028857
450000,752587015198
455000,26104620081
460000,78257592623
465000,40082830201
470000,88110551025
475000,852061001492
480000,742709333491
485000,24543380634
490000,11641756713
495000,792851355858
500000,741240000145
505000,701761396165
510000,688267341625
515000,688267010170
520000,606991014752
525000,325866504470
530000,96015794676
535000,83366000457
540000,77745220949
545000,75502600195
550000,73435002000
555000,72196072697
560000,71137012099
565000,70275182817
570000,54400015225
575000,50000362479
580000,46000011394
585000,43000949900
590000,41624147863
595000,41240189858
600000,39800025661
605000,37000439066
610000,35000435002
615000,33200028000
620000,28200519504
625000,25293602052
630000,22000158628
635000,21000337880
640000,17845500558
645000,12655845660
650000,11111612860
655000,7195934639
660000,743211583718
665000,5010321002220
670000,882794647629
675000,841513019291
680000,829757140223
685000,822335035607
690000,817245004317
695000,804324014466
700000,794080168452
705000,788602615289
710000,784978101005
715000,781317032808
720000,770364000564
725000,761941242453
730000,754807469910
735000,750473010142
740000,743727100829
745000,741893016135
750000,735858166829
755000,731455944723
760000,731304227106
765000,726528015097
770000,724354410901
775000,721136000015
780000,718103801119
785000,712253414069
790000,705487108811
795000,701237128023
800000,690291042348
805000,678277020726
810000,665188533186
815000,659057408729
820000,652179066624
825000,641444916627
830000,634479792120
835000,634479242946
840000,625989150425
845000,613860662402
850000,603908122340
855000,382905244384
860000,309976953694
865000,113400776113
870000,97360650518
875000,94805060772
880000,92567100903
885000,90266323524
890000,88754009425
895000,86767230027
900000,85391205326
905000,84113970108
910000,82272544697
915000,80926881860
920000,79854950106
925000,79085287705
930000,78496730312
935000,77802005816
940000,77071064002
945000,76737120021
950000,76281550015
955000,75741017518
960000,75486011345
965000,74808017836
970000,74645406695
975000,74400441657
980000,74000406742
985000,73347500250
990000,72782091705
995000,72231116010
1000000,71742999204
1005000,71534161451
1010000,71131013009
1015000,70814022369
1020000,70427132844
1025000,70024005572
1030000,65800531246
1035000,60650274329
1040000,56775010591
1045000,53200083540
